id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoritePhone,phones,favoriteAddress,addresses,groups,Founded Date,Investment Stage,Investor Type,Number of Exits,Number of Investments,Operating Status
b02cd77d-3f22-4c20-821c-522aa6ca85fc,iGlobe Partners,company,,Venture Capital,,iglobepartners.com,iglobepartners.com,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",VC Founds - Seed - US/Europe,Dec-1999,"Early Stage Venture, Late Stage Venture",Venture Capital,13,53,Active
0162b4ed-06cb-4f3a-8c23-cf93a948cac8,Illumina Ventures,company,info@illuminaventures.com,Illumina Ventures visions is to improve human health by unlocking the power of the genome.,info@illuminaventures.com,https://www.illuminaventures.com/,https://www.illuminaventures.com/,,,"Foster City, California, United States","Foster City, California, United States","Corporate Venture Arms,All VCs ,VC Founds - Seed - US/Europe",Jan-2016,,"Corporate Venture Capital, Venture Capital",5,65,Active
999d11bd-9a45-43b9-8399-ed6d2e795e52,Impact Engine,company,,"EdTech, Energy Efficiency, Enterprise Software, Health Care, Impact Investing, Information Technology",,https://www.theimpactengine.com/,https://www.theimpactengine.com/,,,"Chicago, Illinois, United States","Chicago, Illinois, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Convertible Note, Early Stage Venture, Seed, Venture","Micro VC, Venture Capital",5,82,Active
b195991d-76fc-4e63-9dd3-9780ba5f9aea,Inbox Capital,company,,Venture Capital,,inboxcap.com,inboxcap.com,,,"Stockholm, Stockholms Lan, Sweden","Stockholm, Stockholms Lan, Sweden",VC Founds - Seed - US/Europe,Jan-1985,,Family Investment Office,7,48,Active
8a5a5e85-5a7f-4f03-80ba-632899b2355d,Indaco Venture Partners,company,,"Asset Management, Electronics, Financial Services, Robotics, Venture Capital",,https://www.indacosgr.com/,https://www.indacosgr.com/,,,Italy,Italy,VC Founds - Seed - US/Europe,Jan-2016,"Early Stage Venture, Late Stage Venture",Venture Capital,3,32,Active
12977587-33b5-4a0b-a27f-b2b1cfa78e2b,IndieBio,company,,"IndieBio is the largest biotech startup accelerator, run by SOSV.",,https://indiebio.co/,https://indiebio.co/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Nov-2014,Seed,Accelerator,6,486,Active
b1e23247-4ce8-46d3-bed0-ff8068d2587a,Infinitas Capital,company,,"Real Estate, Venture Capital",,linkedin.com/company/infinitas-capital-ag/,linkedin.com/company/infinitas-capital-ag/,,,"Basel, Basel-Stadt, Switzerland","Basel, Basel-Stadt, Switzerland",VC Founds - Seed - US/Europe,Jan-2015,"Early Stage Venture, Late Stage Venture","Family Investment Office, Venture Capital",4,23,Active
7c998c1e-1bd1-4f8f-9dc4-277a7ae0f2e7,InHealth Ventures,company,,Health Care,,linkedin.com/company/20220509,linkedin.com/company/20220509,,,"London, England, United Kingdom","London, England, United Kingdom",VC Founds - Seed - US/Europe,Jan-2017,Venture,Venture Capital,,18,Active
8fa43c97-cafc-4075-9a5d-5e89f11b6b47,Innovating Capital,company,,"Cyber Security, Enterprise Software, Financial Services, FinTech, Information Technology, InsurTech, Life Science, Neuroscience, Robotics",,http://innovating.capital,http://innovating.capital,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Venture Capital,8,29,Active
66dc833e-ce6d-4abf-a54e-fa1e60b5fb81,Inovia Capital,company,,"Finance, Financial Exchanges, Financial Services, Venture Capital",,https://www.inovia.vc/,https://www.inovia.vc/,,,"3 Place Ville-Marie, Bureau 12350, Montreal, Quebec H3B 0E7, CA","3 Place Ville-Marie, Bureau 12350, Montreal, Quebec H3B 0E7, CA","All VCs ,VC Founds - Seed - US/Europe",Dec-2007,"Early Stage Venture, Late Stage Venture",Venture Capital,61,312,Active
ce668b3a-e43d-48df-baa5-a26f6109ae4f,Insignia Ventures Partners,company,,"Financial Services, Impact Investing, Venture Capital",,insignia.vc,insignia.vc,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",VC Founds - Seed - US/Europe,Aug-2017,"Early Stage Venture, Seed",Venture Capital,3,128,Active
9f4abd95-64c7-4155-9478-dc5b7daa8067,Inspired Capital Partners,company,,"Financial Services, Venture Capital",,linkedin.com/company/inspired-capital-partners/,linkedin.com/company/inspired-capital-partners/,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2019,Venture,Venture Capital,2,65,Active
9bcf8d89-d92b-4ec7-b45b-dd92eb14e3b8,Intel Capital,company,intel.capital@intel.com,"Intel Capital invests in innovative startups targeting cloud and AI infrastructure, cybersecurity, and other disruptive technologies.",intel.capital@intel.com,http://www.intelcapital.com/,http://www.intelcapital.com/,,,"Santa Clara, California, United States","Santa Clara, California, United States","Corporate Venture Arms,VC Founds - Seed - US/Europe",Jan-1991,"Early Stage Venture, Late Stage Venture, Seed","Corporate Venture Capital, Venture Capital",494,"1,582",Active
7f699f8b-57d4-41e0-8703-c87fc3afe764,InterWest Partners,company,,"Finance, Venture Capital",,https://interwest.com,https://interwest.com,,,Santa Clara,Santa Clara,"All VCs ,VC Founds - Seed - US/Europe",Jan-1979,"Early Stage Venture, Late Stage Venture",Venture Capital,126,427,Active
ad266d75-f4f8-44ff-add4-049eacd38ca0,Investible,company,,"Angel Investment, Finance, Financial Services, FinTech, Venture Capital",,https://investible.com,https://investible.com,,,"7/45 Clarence Street, Sydney, Australia","7/45 Clarence Street, Sydney, Australia",VC Founds - Seed - US/Europe,Jan-2014,"Early Stage Venture, Seed","Angel Group, Venture Capital",7,129,Active
4c5e9b89-032d-479c-9f9d-db1167b0eb21,Invus,company,,"Application Performance Management, Business Development, Finance",,https://www.invus.com/,https://www.invus.com/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-1985,"Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,67,220,Active
f0358fb8-c081-491a-b451-edd278cb2edf,IPD Capital,company,,"Finance, Financial Services, Venture Capital",,linkedin.com/company/ipd-capital-llc/about/,linkedin.com/company/ipd-capital-llc/about/,,,"Aventura, Florida, United States","Aventura, Florida, United States",VC Founds - Seed - US/Europe,Jan-2013,"Early Stage Venture, Late Stage Venture, Venture",Venture Capital,4,15,Active
df42186d-d331-4b09-bcf9-197002eaf70d,IRIS Ventures,company,,Consumer,,linkedin.com/company/irisventues/,linkedin.com/company/irisventues/,,,"Barcelona, Catalonia, Spain","Barcelona, Catalonia, Spain",VC Founds - Seed - US/Europe,Sep-2021,Venture,Venture Capital,,7,Active
11a41a96-79be-4c83-a7bf-f67bc7e96eac,Irving Investors,company,,"Finance, Financial Services, FinTech, Venture Capital",,irvinginvestors.com,irvinginvestors.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2009,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,18,50,Active
b2cdb35b-4bbd-4266-867f-621d18aff9c7,iSelect Fund,company,,"Advanced Materials, AgTech, Finance, Health Care, Health Diagnostics, Venture Capital",,https://www.iselectfund.com/,https://www.iselectfund.com/,,,"St Louis, Missouri, United States","St Louis, Missouri, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2012,"Early Stage Venture, Late Stage Venture, Seed","Private Equity Firm, Venture Capital",5,77,Active
29b2af16-c170-4765-9b73-43f5f1e2642e,IVP,company,,"Business Development, Finance, Financial Services, Venture Capital",,https://www.ivp.com/,https://www.ivp.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jul-1980,"Late Stage Venture, Private Equity",Venture Capital,131,382,Active
90d36731-d3b1-4ab0-bfc1-d2b590bcac7f,JAL Ventures,company,,"Finance, Financial Services, Venture Capital",,http://www.jalventures.com,http://www.jalventures.com,,,🇮🇱 Israel,🇮🇱 Israel,"All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Seed",Venture Capital,9,36,Active
73fc7b9b-6d0d-4591-be25-840864eee4f2,JamJar Investments,company,,"Finance, Financial Services, Venture Capital",,http://www.jamjarinvestments.com/,http://www.jamjarinvestments.com/,,,🇬🇧 UK,🇬🇧 UK,"European Family Offices' Founders ,VC Founds - Seed - US/Europe",Jan-2012,"Early Stage Venture, Late Stage Venture, Seed","Micro VC, Venture Capital",14,97,Active
9030919c-e40d-4a66-8770-8a61085a03da,January Capital,company,,Financial Services,,www.linkedin.com/company/january-capital,www.linkedin.com/company/january-capital,,,"Singapore, Central Region, Singapore","Singapore, Central Region, Singapore",VC Founds - Seed - US/Europe,Jan-2015,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,2,70,Active
675bd15e-34ed-4c15-b13e-32fc86d8880d,Javelin Venture Partners,company,,"Finance, Financial Services, Venture Capital",,https://javelinvp.com/,https://javelinvp.com/,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Apr-2009,"Early Stage Venture, Seed",Venture Capital,29,141,Active
d23a1ca0-5cf2-4787-bcf3-a28093698c58,Jazz Venture Partners,company,,"Financial Exchanges, Financial Services, Venture Capital",,linkedin.com/company/jazz-venture-partners,linkedin.com/company/jazz-venture-partners,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2015,,Venture Capital,10,79,Active
9c4f3318-02c2-4fba-b6e6-b045a962b478,Joyance Partners,company,,"Business Development, Financial Services, Service Industry, Venture Capital",,https://www.joyancepartners.com/,https://www.joyancepartners.com/,,,USA,USA,"All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Early Stage Venture, Seed",Venture Capital,4,77,Active
f0603e75-e315-404f-a800-8afe61228ea6,Jump Capital,company,,"B2B, Digital Media, Financial Services, FinTech, SaaS, Venture Capital",,www.jumpcap.com,www.jumpcap.com,,,"Chicago, Illinois, United States","Chicago, Illinois, United States",VC Founds - Seed - US/Europe,Jan-2012,"Early Stage Venture, Seed",Venture Capital,32,155,Active
dc399532-0cb8-471e-b4f2-b8959fc95ea3,JUMP Investors,company,,"Hedge Funds, Venture Capital",,jumpinvestors.com,jumpinvestors.com,,,"Los Angeles, California, United States","Los Angeles, California, United States",VC Founds - Seed - US/Europe,Jan-1999,"Early Stage Venture, Seed",Venture Capital,6,14,Active
de9883aa-5539-4a6b-973b-cf7f24c19b7d,Juxtapose,company,,Venture Capital,,https://www.linkedin.com/company/juxtapose-/,https://www.linkedin.com/company/juxtapose-/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,,Venture Capital,2,24,Active
7cd5cb0d-ccec-4b1f-a7c0-054db1f1a39e,J-Ventures,company,,"Construction, Education, FinTech, Marketing, Medical, Retail, Web Development",,j-ventures.com,j-ventures.com,,,"Palo Alto, California, United States","Palo Alto, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,6,48,Active
34bf4ec3-ce0c-4367-adad-e3d7e5125bb2,K1 Investment Management,company,,"Enterprise Software, Financial Services, Software, Venture Capital",,k1im.com,k1im.com,,,Manhattan Beach,Manhattan Beach,"All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Late Stage Venture, Private Equity, Venture","Private Equity Firm, Venture Capital",19,71,Active
b824f6ca-c9a8-4a23-8636-1902758df76a,K20 Fund,company,,Venture Capital,,linkedin.com/company/k20-fund/,linkedin.com/company/k20-fund/,,,"Cedarhurst, New York, United States","Cedarhurst, New York, United States",VC Founds - Seed - US/Europe,,"Debt, Private Equity, Venture","Private Equity Firm, Venture Capital",1,30,Active
31080cbd-7a5f-41a2-93f2-ad1145fee80c,Kairos Ventures,company,,"Angel Investment, Finance, Financial Services, Venture Capital",,http://www.kairosventures.com,http://www.kairosventures.com,,,"Beverly Hills, California, United States","Beverly Hills, California, United States","All VCs ,VC Founds - Seed - US/Europe",Oct-2015,,Venture Capital,3,56,Active
f22bc737-9036-4b42-a727-84a994dc4296,Kapor Capital,company,,"Finance, Financial Services, Venture Capital",,kaporcapital.com,kaporcapital.com,,,Oakland,Oakland,VC Founds - Seed - US/Europe,Jan-1999,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed",Venture Capital,56,273,Active
c8f16233-8d34-466b-b210-a741fd150ea5,Katalyst Ventures,company,,"Finance, Financial Services, Venture Capital",,linkedin.com/company/katalyst-ventures-management-llc,linkedin.com/company/katalyst-ventures-management-llc,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2018,Venture,"Micro VC, Venture Capital",3,35,Active
68aa4d32-0322-4654-af7d-7a264310d2a9,KdT Ventures,company,,"Finance, Financial Services, Venture Capital",,https://www.kdtvc.com/,https://www.kdtvc.com/,,,USA,USA,"All VCs ,VC Founds - Seed - US/Europe",Jan-2017,"Early Stage Venture, Private Equity, Seed",Venture Capital,2,66,Active
dd9ff877-31c8-4dec-ad38-e7e94da0ad7b,Kearny Venture Partners,company,,"Financial Services, Health Care, Venture Capital",,kearnyvp.com,kearnyvp.com,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2000,"Early Stage Venture, Late Stage Venture",Venture Capital,8,26,Active
0c21524c-234e-4957-8012-e13e7d832596,Keiretsu Forum,company,,,,https://www.keiretsuforum.com/,https://www.keiretsuforum.com/,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Sep-2000,"Debt, Early Stage Venture, Late Stage Venture, Seed","Angel Group, Venture Capital",43,320,Active
141f4d82-ec03-47c1-94b3-4e3939effcd8,Kensington Capital Partners Limited,company,,"Financial Services, Industrial, Information and Communications Technology (ICT), Information Technology, Infrastructure, Venture Capital",,kcpl.ca,kcpl.ca,,,"Toronto, Ontario, Canada","Toronto, Ontario, Canada",VC Founds - Seed - US/Europe,Jan-1996,"Late Stage Venture, Private Equity, Venture","Private Equity Firm, Venture Capital",26,70,Active
79fee350-8e99-4f96-bb74-e877690e4d72,Keshif Ventures,company,,,,https://www.keshif.com/,https://www.keshif.com/,,,"San Diego, California, United States","San Diego, California, United States",VC Founds - Seed - US/Europe,Jan-2012,Seed,"Micro VC, Venture Capital",7,33,Active
7594114d-9f1c-4a38-a110-ff511076eec5,KG Investments,company,,Venture Capital,,linkedin.com/company/kaplan-group-investments/,linkedin.com/company/kaplan-group-investments/,,,"Scottsdale, Arizona, United States","Scottsdale, Arizona, United States",VC Founds - Seed - US/Europe,Jan-2006,"Early Stage Venture, Private Equity, Secondary Market, Seed",Venture Capital,25,36,Active
2ffeca12-2e2a-49c5-a07e-d118a143bbe9,Khosla Ventures,company,,"Khosla Ventures provides venture assistance to entrepreneurs in AI, sustainability, enterprise, consumer, health and frontier technologies.",,https://www.khoslaventures.com/,https://www.khoslaventures.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2004,"Early Stage Venture, Late Stage Venture",Venture Capital,164,"1,177",Active
f9e98ee4-2ffc-4034-a09b-15c2264f0517,Kindred Ventures,company,,"Cloud Infrastructure, Finance, Financial Services, Venture Capital",,kindredventures.com,kindredventures.com,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2014,Seed,Venture Capital,6,105,Active
34468a53-3675-4a92-b677-73f5d0038dfd,Kinnevik,company,,"Financial Services, Internet, Venture Capital",,kinnevik.com,kinnevik.com,,,"Stockholm, Stockholms Lan, Sweden","Stockholm, Stockholms Lan, Sweden",VC Founds - Seed - US/Europe,Jan-1936,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",Venture Capital,32,147,Active
f39da14f-e0e6-4e8d-a8ba-380a200cd4a7,Kistefos Venture Capital,company,,"Financial Services, Industrial, Venture Capital",,linkedin.com/company/kistefos-as,linkedin.com/company/kistefos-as,,,"Oslo, Oslo, Norway","Oslo, Oslo, Norway",VC Founds - Seed - US/Europe,Jan-1997,Early Stage Venture,Venture Capital,3,21,Active
44b99922-32c7-4fcf-9aa2-b55c5dc4b9d8,Kleiner Perkins,company,,"Finance, Financial Services, Incubators, Venture Capital",,https://www.kleinerperkins.com/,https://www.kleinerperkins.com/,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Mar-1972,"Early Stage Venture, Late Stage Venture",Venture Capital,336,"1,410",Active
4689bedf-77d3-41c1-a7b0-3584346af545,Kli Capital,company,,"Asset Management, Business Development, Financial Services",,linkedin.com/company/37241497,linkedin.com/company/37241497,,,"Montréal, Quebec, Canada","Montréal, Quebec, Canada","All VCs ,VC Founds - Seed - US/Europe",Jan-2014,"Early Stage Venture, Seed, Venture",Venture Capital,6,76,Active
1068e216-5993-4c4d-ad5b-96405a308128,Kurma Partners,company,,"Biotechnology, Financial Services, Health Care, Health Diagnostics, Life Science",,http://www.kurmapartners.com/,http://www.kurmapartners.com/,,,"France,Germany","France,Germany",VC Founds - Seed - US/Europe,Jul-2009,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,12,103,Active
8106c9fa-6ff9-40f3-bafc-ffb96ea222fa,LabCorp,company,,"Biotechnology, Health Care, Hospital, Life Science, Medical, Precision Medicine",,https://www.labcorp.com/,https://www.labcorp.com/,,,"Burlington, North Carolina, United States","Burlington, North Carolina, United States",VC Founds - Seed - US/Europe,Sep-1978,,,4,41,Active
e9e954fa-8930-4ecb-b82b-c201215b701e,Laerdal Million Lives Fund,company,,"Business Development, Finance, Financial Services, Venture Capital",,linkedin.com/company/laerdal-million-lives-fund/,linkedin.com/company/laerdal-million-lives-fund/,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2020,,Venture Capital,,9,Active
71276307-dc67-48ca-b764-f921deeec593,La Maison Partners,company,,"Finance, Financial Services, Information Technology, Venture Capital",,linkedin.com/company/la-maison-compagnie-investissement/,linkedin.com/company/la-maison-compagnie-investissement/,,,"Paris, Ile-de-France, France","Paris, Ile-de-France, France",VC Founds - Seed - US/Europe,Jan-2014,,Venture Capital,,15,Active
2e560232-acb1-4916-a86d-b853d200bc4f,Lauxera Capital Partners,company,,Health Care,,lauxera.com,lauxera.com,,,🇫🇷 France,🇫🇷 France,VC Founds - Seed - US/Europe,Feb-2020,"Late Stage Venture, Venture","Private Equity Firm, Venture Capital",,7,Active
abbed527-2486-420a-a001-2d363dbcc984,Lemhi Ventures,company,,"Enterprise Software, Health Care, Venture Capital",,lemhiventures.com,lemhiventures.com,,,"Wayzata, Minnesota, United States","Wayzata, Minnesota, United States",VC Founds - Seed - US/Europe,Jan-2006,"Debt, Early Stage Venture, Late Stage Venture",Venture Capital,8,25,Active
45955617-def3-4491-bb22-eb95511508a4,Lifeforce Capital,company,,"Business Development, Finance, Financial Services, Health Care",,lifeforcecap.com,lifeforcecap.com,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2015,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,7,53,Active
5375b6b3-0497-4055-8926-882b8ae24fd9,Lifeline Ventures,company,,"Finance, Financial Services, FinTech, Venture Capital",,http://www.lifelineventures.com/,http://www.lifelineventures.com/,,,Finland,Finland,"All VCs ,VC Founds - Seed - US/Europe",Jan-2009,"Early Stage Venture, Private Equity, Seed","Micro VC, Venture Capital",18,156,Active
9dad339a-883f-4b74-9d42-9789e5a69e47,LifeSci Venture Partners,company,,"Health Care, Life Science, Venture Capital",,linkedin.com/company/lifesci-venture-partners/,linkedin.com/company/lifesci-venture-partners/,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2017,Early Stage Venture,Venture Capital,14,36,Active
ee0f9672-7571-4a3f-8390-06814caaa831,Lightstone Ventures,company,,"Finance, Financial Services, Health Care, Precision Medicine, Venture Capital",,https://www.lightstonevc.com/,https://www.lightstonevc.com/,,,USA,USA,"All VCs ,VC Founds - Seed - US/Europe",Jan-2012,Early Stage Venture,Venture Capital,12,64,Active
fd88c43c-5a2d-4a18-b333-0456169b8d83,Link Ventures,company,,"Consumer, FinTech, Internet, Venture Capital",,https://www.linkventures.com/,https://www.linkventures.com/,,,"Cambridge, Massachusetts, United States","Cambridge, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2006,"Early Stage Venture, Seed",Venture Capital,5,42,Active
c27d5120-a91d-4ac4-8cae-0cece4233d6b,Lionheart Ventures,company,,Venture Capital,,lionheart.vc,lionheart.vc,,,"San Francisco, California, United States","San Francisco, California, United States",VC Founds - Seed - US/Europe,Jan-2019,"Early Stage Venture, Seed",Venture Capital,1,32,Active
4e2864d3-00cb-424f-84b9-7cec69b84125,Longevity Vision Fund,company,,"Biotechnology, Finance, Life Science",,lvf.vc,lvf.vc,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2018,,Venture Capital,3,19,Active
efa90401-6a89-4904-bba8-9fa65bfa0d0b,Longitude Capital,company,,"Angel Investment, Biotechnology, Finance, Financial Services, Venture Capital",,longitudecapital.com,longitudecapital.com,,,"Menlo Park, California, United States","Menlo Park, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2006,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,36,117,Active
73b6fb19-99d5-4ee7-9af1-7dd456df98d8,Long Journey Ventures,company,,"Finance, Financial Services, Venture Capital",,longjourney.vc,longjourney.vc,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,,Venture Capital,4,68,Active
2086cc0e-75e1-47a3-b0a0-8fd53ebbba33,LongJump,company,,Venture Capital,,longjump.vc,longjump.vc,,,"Chicago, Illinois, United States","Chicago, Illinois, United States",VC Founds - Seed - US/Europe,Jan-2017,"Early Stage Venture, Seed",Venture Capital,,34,Active
f7053b98-1d60-4cad-8947-87d0e0209340,Longwood Fund,company,,"Finance, Venture Capital",,http://www.longwoodfund.com,http://www.longwoodfund.com,,,Boston,Boston,VC Founds - Seed - US/Europe,Jan-2010,"Early Stage Venture, Late Stage Venture, Private Equity",Venture Capital,16,58,Active
7ca4f8d5-e012-4442-92db-8f4ea3c761e8,lool ventures,company,,"Finance, Financial Services, Venture Capital",,lool.vc,lool.vc,,,"Tel Aviv, Tel Aviv, Israel","Tel Aviv, Tel Aviv, Israel","All VCs ,VC Founds - Seed - US/Europe",Jan-2011,"Early Stage Venture, Seed",Venture Capital,9,80,Active
a7d73562-bf19-42c9-bf26-f364dee657e5,LOUD Capital,company,,"Banking, Financial Services, Venture Capital",,linkedin.com/company/loud-capital,linkedin.com/company/loud-capital,,,"Columbus, Ohio, United States","Columbus, Ohio, United States","All VCs ,VC Founds - Seed - US/Europe",Oct-2015,Early Stage Venture,Venture Capital,2,22,Active
0d180936-3fd0-498b-8a76-18638a94b737,Loyal VC,company,,,,https://loyal.vc/,https://loyal.vc/,,,Canada,Canada,VC Founds - Seed - US/Europe,Jan-2018,"Early Stage Venture, Seed",Venture Capital,,147,Active
f65cddbc-3095-45ef-9a0b-31c5d413aaba,LRVHealth,company,,"Enterprise, Health Care, Medical Device, Security, Venture Capital",,linkedin.com/company/lrvhealth/,linkedin.com/company/lrvhealth/,,,"Boston, Massachusetts, United States","Boston, Massachusetts, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2000,"Early Stage Venture, Late Stage Venture",Venture Capital,14,81,Active
9daa3810-a1d0-4396-be97-fecaa94d0ce6,Lux Capital,company,,"Finance, Financial Services, Venture Capital",,https://www.luxcapital.com/,https://www.luxcapital.com/,,,"New York, New York, United States","New York, New York, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2000,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Venture Capital,55,475,Active
fb98076b-b23b-4f1d-bc28-3cbc4a5ce9ac,M13,company,,"Consulting, Finance, Financial Services, Venture Capital",,https://m13.co/,https://m13.co/,,,"Santa Monica, California, United States","Santa Monica, California, United States",VC Founds - Seed - US/Europe,Jan-2016,"Early Stage Venture, Seed",Venture Capital,23,150,Active
7c3d5aae-a4fb-407c-b73b-7eb31e02b4a4,M25,company,,"Consumer, Enterprise, Enterprise Software, Finance, FinTech, Venture Capital",,https://m25vc.com/,https://m25vc.com/,,,"116 W Hubbard St, Chicago, Illinois US","116 W Hubbard St, Chicago, Illinois US","All VCs ,VC Founds - Seed - US/Europe",May-2015,"Early Stage Venture, Seed",Venture Capital,19,165,Active
be05eb82-23a4-41dd-8019-c0a57fad77c2,Maccabee Ventures,company,,"Cyber Security, Enterprise Software, FinTech, Health Care, SaaS",,https://www.maccabee.vc/,https://www.maccabee.vc/,,,"335 Madison Ave, 16th Fl., New York, NY 10017","335 Madison Ave, 16th Fl., New York, NY 10017","All VCs ,VC Founds - Seed - US/Europe",Sep-2019,"Early Stage Venture, Seed",Venture Capital,,20,Active
e6f4a5f5-f105-4bda-b9a7-68cb60c55860,MaC Venture Capital,company,,"FinTech, Information Technology, Venture Capital",,linkedin.com/company/mac-venture-capital,linkedin.com/company/mac-venture-capital,,,"Abilene, Texas, United States","Abilene, Texas, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2019,"Early Stage Venture, Seed, Venture","Micro VC, Venture Capital",19,230,Active
bd43d572-7807-4dde-aa1d-bb7a9b12685a,Madrona Venture Labs,company,,"Financial Services, FinTech, Impact Investing, Incubators, Venture Capital",,https://www.linkedin.com/company/madrona-venture-labs/,https://www.linkedin.com/company/madrona-venture-labs/,,,"Seattle, Washington, United States","Seattle, Washington, United States",VC Founds - Seed - US/Europe,Jan-2014,,Incubator,,8,Active
3b567f93-1ab1-429b-a175-52cda1fd4bc1,Madryn Asset Management,company,,Financial Services,,madrynlp.com,madrynlp.com,,,"New York, New York, United States","New York, New York, United States",VC Founds - Seed - US/Europe,Jan-2017,"Private Equity, Venture","Private Equity Firm, Venture Capital",7,26,Active
7aff4956-3460-4b86-ab59-29e8dc30c549,Magnetic Capital,company,,"Funding Platform, Impact Investing, Venture Capital",,linkedin.com/company/magneticcap,linkedin.com/company/magneticcap,,,"Berlin, Berlin, Germany","Berlin, Berlin, Germany",VC Founds - Seed - US/Europe,,"Early Stage Venture, Late Stage Venture, Seed",Venture Capital,,11,Active
028a4ed6-5daa-4d9a-97d4-2eb510c61503,Maine Venture Fund,company,,"Finance, Financial Services, Venture Capital",,http://www.maineventurefund.com/,http://www.maineventurefund.com/,,,"Newport, Maine, United States","Newport, Maine, United States",VC Founds - Seed - US/Europe,Jan-1995,Early Stage Venture,Venture Capital,5,50,Active
61b6c0c4-a2d3-4d6d-a54d-927dddad4cb8,Main Sequence Ventures,company,,"Business Development, Consulting, Finance, Financial Services, Venture Capital",,https://www.mseq.vc,https://www.mseq.vc,,,Australia,Australia,VC Founds - Seed - US/Europe,Jul-2017,"Early Stage Venture, Seed",Venture Capital,,75,Active
97f5061e-d457-4f97-8653-b65069610220,Main Street Advisors,company,,"Advice, Asset Management, Consulting, Finance, Financial Services",,mainstreetadvisors.com,mainstreetadvisors.com,,,"Santa Monica, California, United States","Santa Monica, California, United States",VC Founds - Seed - US/Europe,Jan-1997,,Private Equity Firm,,4,Active
f2b237e5-c742-4781-8059-bdc9529c1503,Mana Ventures,company,,Venture Capital,,http://www.linkedin.com/company/mana-ventures,http://www.linkedin.com/company/mana-ventures,,,"San Francisco, California, United States","San Francisco, California, United States","All VCs ,VC Founds - Seed - US/Europe",Jan-2016,"Early Stage Venture, Seed",Venture Capital,2,76,Active
